eppo_code	virus_name	photo_id	thumb_url	full_url	caption	photographer	photo_page
PYVV00	Crinivirus flavisolani	1449	https://gd.eppo.int/media/data/taxon/P/PYVV00/pics/220x130/1449.jpg	https://gd.eppo.int/media/data/taxon/P/PYVV00/pics/1024x0/1449.jpg	Potato plant affected by Potato yellow vein virus.	APS, St Paul (US).	https://gd.eppo.int/taxon/PYVV00/photos
PYVV00	Crinivirus flavisolani	1448	https://gd.eppo.int/media/data/taxon/P/PYVV00/pics/220x130/1448.jpg	https://gd.eppo.int/media/data/taxon/P/PYVV00/pics/1024x0/1448.jpg	Symptoms of Potato yellow vein virus on potato cv. Santa Catalina.	CIP, Lima (PE).	https://gd.eppo.int/taxon/PYVV00/photos
SPCSV0	Crinivirus ipomeae	17337	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/220x130/17337.jpg	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/1024x0/17337.jpg	Symptoms on leaves. Mosaic, chlorotic discoloration of the leaves.	National Food Chain Safety Office (NFCSO), Directorate of Plant Protection and Oenology, Department of Plant Health (HU)	https://gd.eppo.int/taxon/SPCSV0/photos
SPCSV0	Crinivirus ipomeae	17339	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/220x130/17339.jpg	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/1024x0/17339.jpg	Symptoms on leaves. Mosaic, chlorotic discoloration of the leaves. Stunted and dwarf plants in the stock.	National Food Chain Safety Office (NFCSO), Directorate of Plant Protection and Oenology, Department of Plant Health (HU)	https://gd.eppo.int/taxon/SPCSV0/photos
SPCSV0	Crinivirus ipomeae	17338	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/220x130/17338.jpg	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/1024x0/17338.jpg	Symptoms on leaves. Mosaic, chlorotic discoloration of the leaves. Stunted and dwarf plants in the stock.	National Food Chain Safety Office (NFCSO), Directorate of Plant Protection and Oenology, Department of Plant Health (HU)	https://gd.eppo.int/taxon/SPCSV0/photos
SPCSV0	Crinivirus ipomeae	17340	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/220x130/17340.jpg	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/1024x0/17340.jpg	Stunted and dwarf plants in the stock.	National Food Chain Safety Office (NFCSO), Directorate of Plant Protection and Oenology, Department of Plant Health (HU)	https://gd.eppo.int/taxon/SPCSV0/photos
SPCSV0	Crinivirus ipomeae	17341	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/220x130/17341.jpg	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/1024x0/17341.jpg	Smaller size of the infected tuber	National Food Chain Safety Office (NFCSO), Directorate of Plant Protection and Oenology, Department of Plant Health (HU)	https://gd.eppo.int/taxon/SPCSV0/photos
SPCSV0	Crinivirus ipomeae	17336	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/220x130/17336.jpg	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/1024x0/17336.jpg	Symptoms on leaves. Mosaic, chlorotic discoloration of the leaves.	National Food Chain Safety Office (NFCSO), Directorate of Plant Protection and Oenology, Department of Plant Health (HU)	https://gd.eppo.int/taxon/SPCSV0/photos
SPCSV0	Crinivirus ipomeae	17342	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/220x130/17342.jpg	https://gd.eppo.int/media/data/taxon/S/SPCSV0/pics/1024x0/17342.jpg	Smaller size of the infected tuber	National Food Chain Safety Office (NFCSO), Directorate of Plant Protection and Oenology, Department of Plant Health (HU)	https://gd.eppo.int/taxon/SPCSV0/photos
LIYV00	Crinivirus lactucaflavi	988	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/220x130/988.jpg	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/1024x0/988.jpg	Field symptoms of Lettuce infectious yellows crinivirus in melon (Cucumis melo).	J.K. Brown University of Arizona, Tucson (US).	https://gd.eppo.int/taxon/LIYV00/photos
LIYV00	Crinivirus lactucaflavi	987	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/220x130/987.jpg	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/1024x0/987.jpg	Symptoms in lettuce (Lactuca sativa).	J.K. Brown University of Arizona, Tucson (US).	https://gd.eppo.int/taxon/LIYV00/photos
LIYV00	Crinivirus lactucaflavi	986	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/220x130/986.jpg	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/1024x0/986.jpg	Symptoms in lettuce (Lactuca sativa).	J.K. Brown University of Arizona, Tucson (US).	https://gd.eppo.int/taxon/LIYV00/photos
LIYV00	Crinivirus lactucaflavi	985	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/220x130/985.jpg	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/1024x0/985.jpg	Symptoms in melon (Cucumis melo).	J.K. Brown University of Arizona, Tucson (US).	https://gd.eppo.int/taxon/LIYV00/photos
LIYV00	Crinivirus lactucaflavi	984	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/220x130/984.jpg	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/1024x0/984.jpg	Leaf symptoms in melon (Cucumis melo cv. Golden Beauty).	J.K. Brown University of Arizona, Tucson (US).	https://gd.eppo.int/taxon/LIYV00/photos
LIYV00	Crinivirus lactucaflavi	14919	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/220x130/14919.jpg	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/1024x0/14919.jpg	Symptoms on Nicotiana benthamiana.	Bryce Falk (UC Davis, US)	https://gd.eppo.int/taxon/LIYV00/photos
LIYV00	Crinivirus lactucaflavi	14918	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/220x130/14918.jpg	https://gd.eppo.int/media/data/taxon/L/LIYV00/pics/1024x0/14918.jpg	Symptoms on summer 'Bibb' lettuce (Lactuca sativa).	Bryce Falk (UC Davis, US)	https://gd.eppo.int/taxon/LIYV00/photos
TOCV00	Crinivirus tomatichlorosis	3510	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/220x130/3510.jpg	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/1024x0/3510.jpg	Symptoms on cluster tomato	Dr. Agr. Diego Scarpa - SATA s.r.l. - Quargnento - Italy	https://gd.eppo.int/taxon/TOCV00/photos
TOCV00	Crinivirus tomatichlorosis	3511	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/220x130/3511.jpg	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/1024x0/3511.jpg	Symptoms on cherry tomato (early stage)	Dr. Agr. Diego Scarpa - SATA s.r.l. - Quargnento - Italy	https://gd.eppo.int/taxon/TOCV00/photos
TOCV00	Crinivirus tomatichlorosis	12093	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/220x130/12093.jpg	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/1024x0/12093.jpg	Symptoms on Solanum lycopersicum	NPPO of the Netherlands	https://gd.eppo.int/taxon/TOCV00/photos
TOCV00	Crinivirus tomatichlorosis	3512	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/220x130/3512.jpg	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/1024x0/3512.jpg	Symptoms on cluster tomato (late stage)	Dr. Agr. Diego Scarpa - SATA s.r.l. - Quargnento - Italy	https://gd.eppo.int/taxon/TOCV00/photos
TOCV00	Crinivirus tomatichlorosis	12094	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/220x130/12094.jpg	https://gd.eppo.int/media/data/taxon/T/TOCV00/pics/1024x0/12094.jpg	Symptoms on Solanum lycopersicum	NPPO of the Netherlands	https://gd.eppo.int/taxon/TOCV00/photos
CMV000	Cucumovirus CMV	15972	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/220x130/15972.jpg	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/1024x0/15972.jpg	Cucumber mosaic virus symptom in ridge gourd	Thirunarayanan P	https://gd.eppo.int/taxon/CMV000/photos
CMV000	Cucumovirus CMV	15971	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/220x130/15971.jpg	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/1024x0/15971.jpg	Cucumber mosaic virus symptom in ridge gourd	Thirunarayanan P	https://gd.eppo.int/taxon/CMV000/photos
CMV000	Cucumovirus CMV	15969	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/220x130/15969.jpg	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/1024x0/15969.jpg	Cucumber mosaic virus symptom in ash gourd	Thirunarayanan P	https://gd.eppo.int/taxon/CMV000/photos
CMV000	Cucumovirus CMV	15970	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/220x130/15970.jpg	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/1024x0/15970.jpg	Cucumber mosaic virus symptom	Thirunarayanan P	https://gd.eppo.int/taxon/CMV000/photos
CMV000	Cucumovirus CMV	12231	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/220x130/12231.jpg	https://gd.eppo.int/media/data/taxon/C/CMV000/pics/1024x0/12231.jpg	Cucumber mosaic virus on chilli pepper	Parthasarathy Seethapathy	https://gd.eppo.int/taxon/CMV000/photos
GMMV00	Cucumovirus GMMV	14867	https://gd.eppo.int/media/data/taxon/G/GMMV00/pics/220x130/14867.jpg	https://gd.eppo.int/media/data/taxon/G/GMMV00/pics/1024x0/14867.jpg	GfMMV on Arctium lappa	Eugene Skurat	https://gd.eppo.int/taxon/GMMV00/photos
BCTV00	Curtovirus betae	278	https://gd.eppo.int/media/data/taxon/B/BCTV00/pics/220x130/278.jpg	https://gd.eppo.int/media/data/taxon/B/BCTV00/pics/1024x0/278.jpg	Symptoms on tomato: downward curving of petioles and midribs, and yellow coloration and purple venation of leaves.	A.C. Magyarosy, USA.	https://gd.eppo.int/taxon/BCTV00/photos
BCTV00	Curtovirus betae	276	https://gd.eppo.int/media/data/taxon/B/BCTV00/pics/220x130/276.jpg	https://gd.eppo.int/media/data/taxon/B/BCTV00/pics/1024x0/276.jpg	Sugarbeet plant showing characteristic inrolling of the leaf margins.	A.C. Magyarosy, USA.	https://gd.eppo.int/taxon/BCTV00/photos
BCTV00	Curtovirus betae	277	https://gd.eppo.int/media/data/taxon/B/BCTV00/pics/220x130/277.jpg	https://gd.eppo.int/media/data/taxon/B/BCTV00/pics/1024x0/277.jpg	Neoaliturus tenellus, the leafhopper vector of the virus.	A.C. Magyarosy, USA.	https://gd.eppo.int/taxon/BCTV00/photos
FGMV00	Emaravirus fici	20166	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/220x130/20166.jpg	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/1024x0/20166.jpg	Abnormal development and visible mosaic on fig tree leaf caused by Emaravirus fici, commonly known as FMV (Fig Mosaic Virus)	Kostas Anastasopoulos (Department of Agriculture, I.H.U)	https://gd.eppo.int/taxon/FGMV00/photos
FGMV00	Emaravirus fici	20066	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/220x130/20066.jpg	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/1024x0/20066.jpg	Mosaic on fig tree (Ficus carica) caused by Emaravirus fici, commonly known as FMV (Fig Mosaic Virus)	Kostas Anastasopoulos (Department of Agriculture, I.H.U)	https://gd.eppo.int/taxon/FGMV00/photos
FGMV00	Emaravirus fici	20403	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/220x130/20403.jpg	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/1024x0/20403.jpg	Early mosaic symptoms on fig tree leaf caused by Emaravirus fici, commonly known as FMV (Fig Mosaic Virus)	Kostas Anastasopoulos (Department of Agriculture, I.H.U)	https://gd.eppo.int/taxon/FGMV00/photos
FGMV00	Emaravirus fici	14663	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/220x130/14663.jpg	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/1024x0/14663.jpg	"Fig mosaic virus symptoms on Ficus carica ""Noire de Caromb"" (France, 2022)"	Emeric Lecoeur	https://gd.eppo.int/taxon/FGMV00/photos
FGMV00	Emaravirus fici	14665	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/220x130/14665.jpg	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/1024x0/14665.jpg	"Fig mosaic virus symptoms on Ficus carica ""Ronde de Bordeaux"" (France, 2022)"	Emeric Lecoeur	https://gd.eppo.int/taxon/FGMV00/photos
FGMV00	Emaravirus fici	14667	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/220x130/14667.jpg	https://gd.eppo.int/media/data/taxon/F/FGMV00/pics/1024x0/14667.jpg	"Fig mosaic virus symptoms on Ficus carica ""Bourjassotte Noir"" (France, 2022)"	Emeric Lecoeur	https://gd.eppo.int/taxon/FGMV00/photos
RLBV00	Emaravirus idaeobati	2904	https://gd.eppo.int/media/data/taxon/R/RLBV00/pics/220x130/2904.jpg	https://gd.eppo.int/media/data/taxon/R/RLBV00/pics/1024x0/2904.jpg	Raspberry leaf blotch virus	Darko Jevremovic, Fruit Research Institute (RS)	https://gd.eppo.int/taxon/RLBV00/photos
RLBV00	Emaravirus idaeobati	2906	https://gd.eppo.int/media/data/taxon/R/RLBV00/pics/220x130/2906.jpg	https://gd.eppo.int/media/data/taxon/R/RLBV00/pics/1024x0/2906.jpg	Raspberry leaf blotch virus	Darko Jevremovic, Fruit Research Institute (RS)	https://gd.eppo.int/taxon/RLBV00/photos
RLBV00	Emaravirus idaeobati	2905	https://gd.eppo.int/media/data/taxon/R/RLBV00/pics/220x130/2905.jpg	https://gd.eppo.int/media/data/taxon/R/RLBV00/pics/1024x0/2905.jpg	Raspberry leaf blotch virus	Darko Jevremovic, Fruit Research Institute (RS)	https://gd.eppo.int/taxon/RLBV00/photos
RLBV00	Emaravirus idaeobati	2903	https://gd.eppo.int/media/data/taxon/R/RLBV00/pics/220x130/2903.jpg	https://gd.eppo.int/media/data/taxon/R/RLBV00/pics/1024x0/2903.jpg	Raspberry leaf blotch virus	Darko Jevremovic, Fruit Research Institute (RS)	https://gd.eppo.int/taxon/RLBV00/photos
RRV000	Emaravirus rosae	4391	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/4391.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/4391.jpg	Leaf mosaic and mottling on a rose infected with RRV	Patrick Di Bello, Oregon State University (US)	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	4392	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/4392.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/4392.jpg	Multiple witches’ broom on a RRV infected rose	Patrick Di Bello, Oregon State University (US)	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16993	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16993.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16993.jpg	Infected KnockOut rose 'Radrazz' (excessive thorniness).	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16991	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16991.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16991.jpg	Infected KnockOut rose 'Radrazz' (excessive thorniness, malformed flowers).	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16992	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16992.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16992.jpg	Infected KnockOut rose 'Radrazz' (excessive thorniness, malformed flowers).	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16994	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16994.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16994.jpg	Infected KnockOut rose 'Radrazz' (early symptoms, reddening of young leaves and shoots).	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	4390	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/4390.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/4390.jpg	Rose rosette virus: reddened shoots on an infected rose.	Patrick Di Bello, Oregon State University (US)	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16985	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16985.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16985.jpg	Symptoms on a KnockOut rose 'Radrazz'.	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16988	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16988.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16988.jpg	Infected KnockOut rose 'Radrazz' (left) - healthy rose (right)	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16986	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16986.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16986.jpg	Infected KnockOut rose 'Radrazz' (left) - healthy rose (right)	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16987	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16987.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16987.jpg	Infected KnockOut rose 'Radrazz' (left) - healthy rose (right)	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16989	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16989.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16989.jpg	Infected KnockOut rose 'Radrazz'.	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
RRV000	Emaravirus rosae	16990	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/220x130/16990.jpg	https://gd.eppo.int/media/data/taxon/R/RRV000/pics/1024x0/16990.jpg	Infected KnockOut rose 'Radrazz' (witches' broom).	Tobiasz Druciarek	https://gd.eppo.int/taxon/RRV000/photos
ASPV00	Foveavirus mali	8997	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/220x130/8997.jpg	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/1024x0/8997.jpg	Comparison between healthy cv. Radiant and cv. Radiant affected by ASPV	Luca Monducci (UniBo)	https://gd.eppo.int/taxon/ASPV00/photos
ASPV00	Foveavirus mali	8998	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/220x130/8998.jpg	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/1024x0/8998.jpg	Close-up of cv. Radiant leaves affected by ASPV	Luca Monducci (UniBo)	https://gd.eppo.int/taxon/ASPV00/photos
ASPV00	Foveavirus mali	8999	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/220x130/8999.jpg	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/1024x0/8999.jpg	Cv. Radiant affected by ASPV	Luca Monducci (UniBo)	https://gd.eppo.int/taxon/ASPV00/photos
ASPV00	Foveavirus mali	9000	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/220x130/9000.jpg	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/1024x0/9000.jpg	Close-up of cv. Radiant leaves affected by ASPV	Luca Monducci (UniBo)	https://gd.eppo.int/taxon/ASPV00/photos
ASPV00	Foveavirus mali	10369	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/220x130/10369.jpg	https://gd.eppo.int/media/data/taxon/A/ASPV00/pics/1024x0/10369.jpg	Stem pitting symptoms	Paul Martens	https://gd.eppo.int/taxon/ASPV00/photos
GRBAV0	Grablovirus vitis	12700	https://gd.eppo.int/media/data/taxon/G/GRBAV0/pics/220x130/12700.jpg	https://gd.eppo.int/media/data/taxon/G/GRBAV0/pics/1024x0/12700.jpg	Pinot noir: Red blotch on leaves of Vitis vinifera ‘Pinot noir’	Professor Marc Fuchs, Cornell University	https://gd.eppo.int/taxon/GRBAV0/photos
GRBAV0	Grablovirus vitis	12698	https://gd.eppo.int/media/data/taxon/G/GRBAV0/pics/220x130/12698.jpg	https://gd.eppo.int/media/data/taxon/G/GRBAV0/pics/1024x0/12698.jpg	Cabernet franc: Red blotches on leaves of Vitis vinifera ‘Cabernet franc’	Professor Marc Fuchs, Cornell University	https://gd.eppo.int/taxon/GRBAV0/photos
GRBAV0	Grablovirus vitis	12699	https://gd.eppo.int/media/data/taxon/G/GRBAV0/pics/220x130/12699.jpg	https://gd.eppo.int/media/data/taxon/G/GRBAV0/pics/1024x0/12699.jpg	Chardonnay: Interveinal chlorosis and necrosis on leaves of Vitis vinifera ‘Chardonnay’	Professor Marc Fuchs, Cornell University	https://gd.eppo.int/taxon/GRBAV0/photos
APLPV0	Ilarvirus APLPV	187	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/187.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/187.jpg	Chlorotic to golden leaf borders of Japanese plum caused by APLPV.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	189	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/189.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/189.jpg	Symptoms caused by APLPV on Japanese plum: chlorotic rings in early spring.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	188	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/188.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/188.jpg	Symptoms caused by APLPV on Japanese plum: yellow oak-leaf pattern in summer.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	186	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/186.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/186.jpg	Chlorotic-necrotic blotching and ringspots on N. occidentalis.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	191	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/191.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/191.jpg	Chlorotic mottling, leaf deformation and apical stunting of C. amaranticolor.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	194	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/194.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/194.jpg	Chlorotic-necrotic blotching and ringspots on N. occidentalis.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	190	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/190.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/190.jpg	Chlorotic pattern caused by APLPV on GF305 in greenhouse.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	192	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/192.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/192.jpg	Symptoms caused by APLPV on Japanese plum: creamy-white line pattern in late summer.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	193	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/193.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/193.jpg	Chlorotic rings and vein clearing caused by APLPV on European plum cv. President in greenhouse.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APLPV0	Ilarvirus APLPV	185	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/220x130/185.jpg	https://gd.eppo.int/media/data/taxon/A/APLPV0/pics/1024x0/185.jpg	Chlorotic pattern caused by APLPV on GF305 in greenhouse.	A. Myrta, IAM Bari (IT).	https://gd.eppo.int/taxon/APLPV0/photos
APMV00	Ilarvirus ApMV	2751	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/220x130/2751.jpg	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/1024x0/2751.jpg	Apple mosaic virus on hazelnut	Darko Jevremovic	https://gd.eppo.int/taxon/APMV00/photos
APMV00	Ilarvirus ApMV	2749	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/220x130/2749.jpg	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/1024x0/2749.jpg	Apple mosaic virus on hazelnut	Darko Jevremovic	https://gd.eppo.int/taxon/APMV00/photos
APMV00	Ilarvirus ApMV	2747	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/220x130/2747.jpg	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/1024x0/2747.jpg	Apple mosaic virus on apple	Darko Jevremovic	https://gd.eppo.int/taxon/APMV00/photos
APMV00	Ilarvirus ApMV	2745	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/220x130/2745.jpg	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/1024x0/2745.jpg	Apple mosaic virus on apple	Darko Jevremovic	https://gd.eppo.int/taxon/APMV00/photos
APMV00	Ilarvirus ApMV	2750	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/220x130/2750.jpg	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/1024x0/2750.jpg	Apple mosaic virus on hazelnut	Darko Jevremovic	https://gd.eppo.int/taxon/APMV00/photos
APMV00	Ilarvirus ApMV	12078	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/220x130/12078.jpg	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/1024x0/12078.jpg	Apple mosaic virus on Prunus	NPPO of the Netherlands	https://gd.eppo.int/taxon/APMV00/photos
APMV00	Ilarvirus ApMV	2746	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/220x130/2746.jpg	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/1024x0/2746.jpg	Apple mosaic virus on apple	Darko Jevremovic	https://gd.eppo.int/taxon/APMV00/photos
APMV00	Ilarvirus ApMV	12079	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/220x130/12079.jpg	https://gd.eppo.int/media/data/taxon/A/APMV00/pics/1024x0/12079.jpg	Apple mosaic virus on Malus	NPPO of the Netherlands	https://gd.eppo.int/taxon/APMV00/photos
PDV000	Ilarvirus PDV	2908	https://gd.eppo.int/media/data/taxon/P/PDV000/pics/220x130/2908.jpg	https://gd.eppo.int/media/data/taxon/P/PDV000/pics/1024x0/2908.jpg	Prune dwarf virus on sweet cherry	Darko Jevremovic, Fruit Research Institute (RS)	https://gd.eppo.int/taxon/PDV000/photos
PDV000	Ilarvirus PDV	2907	https://gd.eppo.int/media/data/taxon/P/PDV000/pics/220x130/2907.jpg	https://gd.eppo.int/media/data/taxon/P/PDV000/pics/1024x0/2907.jpg	Prune dwarf virus on sweet cherry	Darko Jevremovic, Fruit Research Institute (RS)	https://gd.eppo.int/taxon/PDV000/photos
